level_0,index,Date,Type,Seconds,Duration,Description,Lat,Lon,full_address,neighbourhood,city,province,country_code,country,location_data_raw
438,15803,1/17/2012 02:00,changing,900,10-15 minutes,UFO CHANGES SHAPES AND COLORS AND SPLIT INTO TWO WITH SOUND. ((NUFORC Note:  Aircraft landing&#44 we believe.  PD)),49.13635335,-122.8213433,"14487, 73A Avenue, Newton, Surrey, Greater Vancouver, British Columbia, V3S 0M8, Canada",Newton,Surrey,British Columbia,ca,Canada,"{'place_id': '334218065571', 'osm_type': 'node', 'osm_id': '1102822022', 'licence': 'https://locationiq.com/attribution', 'lat': '49.136544', 'lon': '-122.821402', 'display_name': '14487, 73A Avenue, Newton, Surrey, Greater Vancouver, British Columbia, V3S 0M8, Canada', 'boundingbox': ['49.136544', '49.136544', '-122.821402', '-122.821402'], 'importance': 0.2, 'address': {'house_number': '14487', 'road': '73A Avenue', 'neighbourhood': 'Newton', 'city': 'Surrey', 'county': 'Greater Vancouver', 'state': 'British Columbia', 'postcode': 'V3S 0M8', 'country': 'Canada', 'country_code': 'ca'}}"
439,15826,11/7/2012 19:45,sphere,1800,30 minutes,Last night as I drove down my street in Newmarket&#44 Ontario&#44  I saw multiple bright orange/red lights across the sky in the distance.,44.05,-79.45,"602, Pearson Street, Newmarket, York, Ontario, L3Y 1G4, Canada",,Newmarket,Ontario,ca,Canada,"{'place_id': '331517505153', 'osm_type': 'node', 'osm_id': '907953905', 'licence': 'https://locationiq.com/attribution', 'lat': '44.050098', 'lon': '-79.450098', 'display_name': '602, Pearson Street, Newmarket, York, Ontario, L3Y 1G4, Canada', 'boundingbox': ['44.050098', '44.050098', '-79.450098', '-79.450098'], 'importance': 0.2, 'address': {'house_number': '602', 'road': 'Pearson Street', 'city': 'Newmarket', 'county': 'York', 'state': 'Ontario', 'postcode': 'L3Y 1G4', 'country': 'Canada', 'country_code': 'ca'}}"
440,15939,1/18/2001 17:54,cylinder,30,30 seconds,A tubelike object with flashing lights that hovered above the tree tops and then moved off very fast was seen in the dark on 01/18/01.,45.45,-74.15,"155, Rue Cameron, Hudson, Vaudreuil-Soulanges, Quebec, J0P 0B1, Canada",,Hudson,Quebec,ca,Canada,"{'place_id': '332001111394', 'osm_type': 'node', 'osm_id': '1074451909', 'licence': 'https://locationiq.com/attribution', 'lat': '45.450066', 'lon': '-74.150157', 'display_name': '155, Rue Cameron, Hudson, Vaudreuil-Soulanges, Quebec, J0P 0B1, Canada', 'boundingbox': ['45.450066', '45.450066', '-74.150157', '-74.150157'], 'importance': 0.2, 'address': {'house_number': '155', 'road': 'Rue Cameron', 'city': 'Hudson', 'county': 'Vaudreuil-Soulanges', 'state': 'Quebec', 'postcode': 'J0P 0B1', 'country': 'Canada', 'country_code': 'ca'}}"
441,15945,1/18/2002 05:45,light,120,2 minutes,lights in a seemingly semi-circle pattern; an &#39X&#39 outline on the vessels underbelly with white lights and a red light,43.25,-79.833333,"15, Spadina Avenue, Hamilton, Hamilton, Ontario, L8M 1C8, Canada",,Hamilton,Ontario,ca,Canada,"{'place_id': '332066417682', 'licence': 'https://locationiq.com/attribution', 'lat': '43.250068', 'lon': '-79.833447', 'display_name': '15, Spadina Avenue, Hamilton, Hamilton, Ontario, L8M 1C8, Canada', 'boundingbox': ['43.250068', '43.250068', '-79.833447', '-79.833447'], 'importance': 0.2, 'address': {'house_number': '15', 'road': 'Spadina Avenue', 'city': 'Hamilton', 'county': 'Hamilton', 'state': 'Ontario', 'postcode': 'L8M 1C8', 'country': 'Canada', 'country_code': 'ca'}}"
442,15964,11/8/2003 18:10,circle,10,10 secs,We were driving west down hwy 174 from Orleans just east of Ottawa at 1810hrs at about 15 to 20 degrees in the NW direction were notice,45.416667,-75.7,"255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada",Centretown,Ottawa,Ontario,ca,Canada,"{'place_id': '331308888021', 'osm_type': 'way', 'osm_id': '482238181', 'licence': 'https://locationiq.com/attribution', 'lat': '45.416689', 'lon': '-75.699972', 'display_name': '255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada', 'boundingbox': ['45.416689', '45.416689', '-75.699972', '-75.699972'], 'importance': 0.225, 'address': {'house_number': '255', 'road': 'Nepean Street', 'neighbourhood': 'Centretown', 'city': 'Ottawa', 'county': 'Ottawa', 'state': 'Ontario', 'postcode': 'K2P 0B7', 'country': 'Canada', 'country_code': 'ca'}}"
443,15965,11/8/2003 18:30,rectangle,360,5-6 mins,Orange oval eclipe night,44.333333,-76.166667,"401, Stone Street North, Gananoque, Leeds and Grenville, Ontario, K7G 0A6, Canada",,Gananoque,Ontario,ca,Canada,"{'place_id': '330293104743', 'osm_type': 'node', 'osm_id': '859626148', 'licence': 'https://locationiq.com/attribution', 'lat': '44.333383', 'lon': '-76.166634', 'display_name': '401, Stone Street North, Gananoque, Leeds and Grenville, Ontario, K7G 0A6, Canada', 'boundingbox': ['44.333383', '44.333383', '-76.166634', '-76.166634'], 'importance': 0.225, 'address': {'house_number': '401', 'road': 'Stone Street North', 'city': 'Gananoque', 'county': 'Leeds and Grenville', 'state': 'Ontario', 'postcode': 'K7G 0A6', 'country': 'Canada', 'country_code': 'ca'}}"
444,15983,11/8/2003 20:00,rectangle,120,2 minutes,CLear veiw of very large craft on night of Moon eclipse,42.983333,-81.25,"149, Dundas St, London, Middlesex, Ontario, N6A 1G3, Canada",,London,Ontario,ca,Canada,"{'place_id': '332177776292', 'licence': 'https://locationiq.com/attribution', 'lat': '42.983337', 'lon': '-81.249936', 'display_name': '149, Dundas St, London, Middlesex, Ontario, N6A 1G3, Canada', 'boundingbox': ['42.983337', '42.983337', '-81.249936', '-81.249936'], 'importance': 0.225, 'address': {'house_number': '149', 'road': 'Dundas St', 'city': 'London', 'county': 'Middlesex', 'state': 'Ontario', 'postcode': 'N6A 1G3', 'country': 'Canada', 'country_code': 'ca'}}"
445,15992,11/8/2003 20:04,rectangle,2,seconds,Rectangular shape&#44 white&#44 fluttered out of a cloud&#44 descended&#44 then sped off very quickly.,42.983333,-81.25,"149, Dundas St, London, Middlesex, Ontario, N6A 1G3, Canada",,London,Ontario,ca,Canada,"{'place_id': '332177776292', 'licence': 'https://locationiq.com/attribution', 'lat': '42.983337', 'lon': '-81.249936', 'display_name': '149, Dundas St, London, Middlesex, Ontario, N6A 1G3, Canada', 'boundingbox': ['42.983337', '42.983337', '-81.249936', '-81.249936'], 'importance': 0.225, 'address': {'house_number': '149', 'road': 'Dundas St', 'city': 'London', 'county': 'Middlesex', 'state': 'Ontario', 'postcode': 'N6A 1G3', 'country': 'Canada', 'country_code': 'ca'}}"
446,16050,11/8/2005 23:20,light,1800,more than 30 min,Light white flashing red and green in a very clear night,45.5,-73.583333,"1374, Avenue du Docteur-Penfield, Montagne, Montreal, Montreal, Quebec, H3G 1B7, Canada",Montagne,Montreal,Quebec,ca,Canada,"{'place_id': '333969664104', 'osm_type': 'node', 'osm_id': '2439184484', 'licence': 'https://locationiq.com/attribution', 'lat': '45.499912', 'lon': '-73.58333', 'display_name': '1374, Avenue du Docteur-Penfield, Montagne, Montreal, Montreal, Quebec, H3G 1B7, Canada', 'boundingbox': ['45.499912', '45.499912', '-73.58333', '-73.58333'], 'importance': 0.2, 'address': {'house_number': '1374', 'road': 'Avenue du Docteur-Penfield', 'neighbourhood': 'Montagne', 'city': 'Montreal', 'county': 'Montreal', 'state': 'Quebec', 'postcode': 'H3G 1B7', 'country': 'Canada', 'country_code': 'ca'}}"
447,16079,1/18/2007 18:15,circle,300,5 minutes,I looked out the back main window which faces WSW towards the geographically.  ((NUFORC Note:  Probably Venus.  PD)),51.083333,-114.08333300000001,"10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada",Queens Park Village,Calgary,Alberta,ca,Canada,"{'place_id': '332627885326', 'licence': 'https://locationiq.com/attribution', 'lat': '51.084013', 'lon': '-114.084131', 'display_name': '10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada', 'boundingbox': ['51.079635', '51.08879', '-114.087212', '-114.083092'], 'importance': 0.2, 'address': {'road': '10 Street NW', 'neighbourhood': 'Queens Park Village', 'city': 'Calgary', 'state': 'Alberta', 'postcode': 'T2K 1R8', 'country': 'Canada', 'country_code': 'ca'}}"
448,16210,11/8/2012 06:30,light,40,40 seconds,((HOAX??))  White light dot like from the S at 6:30ish am thort it was a satterlight moving slow but suddenly turned west and shot off,44.383333,-79.7,"45, Perry St, Barrie, Simcoe, Ontario, L4N 2G3, Canada",,Barrie,Ontario,ca,Canada,"{'place_id': '332384999849', 'licence': 'https://locationiq.com/attribution', 'lat': '44.383453', 'lon': '-79.700045', 'display_name': '45, Perry St, Barrie, Simcoe, Ontario, L4N 2G3, Canada', 'boundingbox': ['44.383453', '44.383453', '-79.700045', '-79.700045'], 'importance': 0.2, 'address': {'house_number': '45', 'road': 'Perry St', 'city': 'Barrie', 'county': 'Simcoe', 'state': 'Ontario', 'postcode': 'L4N 2G3', 'country': 'Canada', 'country_code': 'ca'}}"
449,16322,11/9/1987 19:50,light,600,10 minutes,4 spheres approaching 2 people&#44 turning a rectangle of light over the vehicle&#44 and up at 80 degrees  in spiral -white&#44quiet&#44fast,45.3466667,-75.77,"171, Thornbury Crescent, Centrepointe, Ottawa, Ottawa, Ontario, K2G 6C2, Canada",Centrepointe,Ottawa,Ontario,ca,Canada,"{'place_id': '332906245504', 'osm_type': 'way', 'osm_id': '546743923', 'licence': 'https://locationiq.com/attribution', 'lat': '45.346681', 'lon': '-75.76998', 'display_name': '171, Thornbury Crescent, Centrepointe, Ottawa, Ottawa, Ontario, K2G 6C2, Canada', 'boundingbox': ['45.346681', '45.346681', '-75.76998', '-75.76998'], 'importance': 0.225, 'address': {'house_number': '171', 'road': 'Thornbury Crescent', 'neighbourhood': 'Centrepointe', 'city': 'Ottawa', 'county': 'Ottawa', 'state': 'Ontario', 'postcode': 'K2G 6C2', 'country': 'Canada', 'country_code': 'ca'}}"
450,16324,11/9/1993 21:00,triangle,600,1/2 hour,Landed triangle flyed over us.,45.416667,-73.5,"Autoroute René-Levesque, La Prairie, Roussillon, Quebec, J5R 5C8, Canada",,La Prairie,Quebec,ca,Canada,"{'place_id': '330695803842', 'licence': 'https://locationiq.com/attribution', 'lat': '45.417283', 'lon': '-73.499773', 'display_name': 'Autoroute René-Levesque, La Prairie, Roussillon, Quebec, J5R 5C8, Canada', 'boundingbox': ['45.382522', '45.459934', '-73.517945', '-73.4907'], 'importance': 0.2, 'address': {'road': 'Autoroute René-Levesque', 'city': 'La Prairie', 'county': 'Roussillon', 'state': 'Quebec', 'postcode': 'J5R 5C8', 'country': 'Canada', 'country_code': 'ca'}}"
451,16400,11/9/2004 20:15,unknown,300,5 min,bright orange slow  moving orb  several hundred feet above treeline,50.183333,-98.31666700000001,"Provincial Road 240, Delta, Manitoba, Canada",,,Manitoba,ca,Canada,"{'place_id': '101492105', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '78288544', 'lat': '50.1822835142585', 'lon': '-98.3185461913032', 'display_name': 'Provincial Road 240, Delta, Manitoba, Canada', 'address': {'road': 'Provincial Road 240', 'town': 'Delta', 'state': 'Manitoba', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['50.125', '50.1865394', '-98.3209467', '-98.30746']}"
452,16452,1/19/2007 19:30,circle,180,3 min.,yellow lights flashing for a moment then what remained was a dark greyish object,49.266667,-122.78333300000001,"Huntington Place, Port Coquitlam, Greater Vancouver, British Columbia, V3C 2K1, Canada",,Port Coquitlam,British Columbia,ca,Canada,"{'place_id': '334136148881', 'licence': 'https://locationiq.com/attribution', 'lat': '49.267427', 'lon': '-122.784024', 'display_name': 'Huntington Place, Port Coquitlam, Greater Vancouver, British Columbia, V3C 2K1, Canada', 'boundingbox': ['49.266872', '49.267982', '-122.784424', '-122.783623'], 'importance': 0.2, 'address': {'road': 'Huntington Place', 'city': 'Port Coquitlam', 'county': 'Greater Vancouver', 'state': 'British Columbia', 'postcode': 'V3C 2K1', 'country': 'Canada', 'country_code': 'ca'}}"
453,16469,1/19/2008 17:50,circle,2,2secs,01/19/2008&#44 17:50.  West Toronto&#44 Ontario. Circle Flying fast and vanishing.,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
454,16481,1/19/2008 20:30,oval,900,15 min,01/19/08 20.30 Toronto Ont Canada  black round sphere with triangle formation lights on bottom,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
455,16488,11/9/2009 01:00,other,7200,few hours,Strobing light&#44 multiple colours&#44 near Maniwaki&#44 P.Q. (130kms North of Ottawa),46.366667,-75.966667,"Lac Scott, Rue de la Ferme, Comeauville, Maniwaki, La Vallée-de-la-Gatineau, Outaouais, Quebec, J9E 1L2, Canada",Comeauville,,Quebec,ca,Canada,"{'place_id': '97786260', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '38852872', 'lat': '46.3701265', 'lon': '-75.9642774192439', 'display_name': 'Lac Scott, Rue de la Ferme, Comeauville, Maniwaki, La Vallée-de-la-Gatineau, Outaouais, Quebec, J9E 1L2, Canada', 'address': {'water': 'Lac Scott', 'road': 'Rue de la Ferme', 'neighbourhood': 'Comeauville', 'town': 'Maniwaki', 'county': 'La Vallée-de-la-Gatineau', 'region': 'Outaouais', 'state': 'Quebec', 'postcode': 'J9E 1L2', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['46.369218', '46.3709923', '-75.9666692', '-75.9622158']}"
456,16580,11/9/2012 21:00,fireball,60,1 minute,Fireball in sky.,43.316667,-79.8,"1245, Lakeshore Rd., Burlington, Halton, Ontario, L7R 1R4, Canada",,Burlington,Ontario,ca,Canada,"{'place_id': '333844249434', 'licence': 'https://locationiq.com/attribution', 'lat': '43.316557', 'lon': '-79.801887', 'display_name': '1245, Lakeshore Rd., Burlington, Halton, Ontario, L7R 1R4, Canada', 'boundingbox': ['43.316557', '43.316557', '-79.801887', '-79.801887'], 'importance': 0.175, 'address': {'house_number': '1245', 'road': 'Lakeshore Rd.', 'city': 'Burlington', 'county': 'Halton', 'state': 'Ontario', 'postcode': 'L7R 1R4', 'country': 'Canada', 'country_code': 'ca'}}"
457,16638,1/19/2014 18:50,other,30,30 seconds,An unexplained hman shaped being in my yard.,42.983333,-79.25,"30, First Street, Welland, Niagara, Ontario, L3B 4M8, Canada",,Welland,Ontario,ca,Canada,"{'place_id': '330422907429', 'licence': 'https://locationiq.com/attribution', 'lat': '42.983294', 'lon': '-79.249976', 'display_name': '30, First Street, Welland, Niagara, Ontario, L3B 4M8, Canada', 'boundingbox': ['42.983294', '42.983294', '-79.249976', '-79.249976'], 'importance': 0.225, 'address': {'house_number': '30', 'road': 'First Street', 'city': 'Welland', 'county': 'Niagara', 'state': 'Ontario', 'postcode': 'L3B 4M8', 'country': 'Canada', 'country_code': 'ca'}}"
458,16652,1/20/1958 22:43,disk,180,3min,i couldn&#39t believe what i saw&#44 it was like being in a movie&#44 i still can&#39t believe such an experience.,49.333333,-54.733332999999995,"340, Campbellton, Newfoundland, Newfoundland and Labrador, A0G 1E0, Canada",,,Newfoundland and Labrador,ca,Canada,"{'place_id': '120989324', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '146535302', 'lat': '49.3366996878864', 'lon': '-54.7359331699739', 'display_name': '340, Campbellton, Newfoundland, Newfoundland and Labrador, A0G 1E0, Canada', 'address': {'road': '340', 'town': 'Campbellton', 'state_district': 'Newfoundland', 'state': 'Newfoundland and Labrador', 'postcode': 'A0G 1E0', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['49.2681596', '49.4593875', '-54.9225175', '-54.657292']}"
459,16679,1/20/2000 22:00,chevron,30,00:00.3,Black Chevron object&#44 camoflauged with the dark sky. no lights&#44 no sound.,49.25,-123.13333300000001,"1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada",Shaughnessy,Vancouver,British Columbia,ca,Canada,"{'place_id': '332937248295', 'licence': 'https://locationiq.com/attribution', 'lat': '49.24977', 'lon': '-123.133178', 'display_name': '1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada', 'boundingbox': ['49.24977', '49.24977', '-123.133178', '-123.133178'], 'importance': 0.2, 'address': {'house_number': '1251', 'road': 'W King Edward Ave', 'neighbourhood': 'Shaughnessy', 'city': 'Vancouver', 'county': 'Greater Vancouver', 'state': 'British Columbia', 'postcode': 'V6H 3B2', 'country': 'Canada', 'country_code': 'ca'}}"
460,16718,1/20/2004 17:00,fireball,2,few seconds,green fireball from sky falling very fast in the city,49.883333,-97.166667,"217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada",Wolseley,Winnipeg,Manitoba,ca,Canada,"{'place_id': '332340179034', 'licence': 'https://locationiq.com/attribution', 'lat': '49.883303', 'lon': '-97.166855', 'display_name': '217, Ethelbert St, Wolseley, Winnipeg, Division No. 11, Manitoba, R3G 1V8, Canada', 'boundingbox': ['49.883303', '49.883303', '-97.166855', '-97.166855'], 'importance': 0.2, 'address': {'house_number': '217', 'road': 'Ethelbert St', 'neighbourhood': 'Wolseley', 'city': 'Winnipeg', 'county': 'Division No. 11', 'state': 'Manitoba', 'postcode': 'R3G 1V8', 'country': 'Canada', 'country_code': 'ca'}}"
461,16748,1/20/2007 20:00,triangle,10,10 seconds,4 dim lights&#44 travelling in a straight line&#44 in a triangular formation&#44 quickly&#44 with no sound&#44 at a low elevation,42.1,-82.45,"21321, Klondyke Road, Chatham-Kent, Ontario, N0P 2P0, Canada",,Chatham-Kent,Ontario,ca,Canada,"{'place_id': '330032753720', 'osm_type': 'node', 'osm_id': '2142074016', 'licence': 'https://locationiq.com/attribution', 'lat': '42.099054', 'lon': '-82.451316', 'display_name': '21321, Klondyke Road, Chatham-Kent, Ontario, N0P 2P0, Canada', 'boundingbox': ['42.099054', '42.099054', '-82.451316', '-82.451316'], 'importance': 0.175, 'address': {'house_number': '21321', 'road': 'Klondyke Road', 'city': 'Chatham-Kent', 'state': 'Ontario', 'postcode': 'N0P 2P0', 'country': 'Canada', 'country_code': 'ca'}}"
